dataset,algo,train_frac,k,seed,train_acc,test_acc,train_mcc,test_mcc,train_frac_guessing,test_frac_guessing,train_frac_sure,test_frac_sure,train_acc_sure,test_acc_sure,train_mcc_sure,test_mcc_sure,runtime
bird-song,dst-pll,0.8,39,0,0.811682,0.697183,0.784409,0.658863,0.015358,0.002012,0.509567,0.229376,0.969368,0.978070,0.956364,0.948258,0.430527
bird-song,dst-pll,0.8,39,1,0.819028,0.691843,0.794190,0.646592,0.016864,0.004028,0.510446,0.244713,0.980276,0.991770,0.972591,0.976420,0.454755
bird-song,dst-pll,0.8,39,2,0.806443,0.676737,0.779893,0.627712,0.016360,0.000000,0.506167,0.233635,0.978120,0.991379,0.969412,0.973672,0.490726
bird-song,dst-pll,0.8,39,3,0.814246,0.680765,0.787845,0.637142,0.019884,0.001007,0.516990,0.227593,0.978578,0.991150,0.969979,0.982205,0.488653
bird-song,dst-pll,0.8,39,4,0.804682,0.678751,0.778883,0.632396,0.019129,0.002014,0.492575,0.244713,0.979050,0.995885,0.970388,0.989911,0.500591
bird-song,dst-pll,0.8,4,0,0.762588,0.613682,0.724942,0.555363,0.229607,0.246479,0.521400,0.314889,0.936263,0.929712,0.910426,0.882597,0.190396
bird-song,dst-pll,0.8,4,1,0.757110,0.628399,0.720624,0.566190,0.233325,0.243706,0.508180,0.354481,0.948985,0.968750,0.928627,0.943887,0.191533
bird-song,dst-pll,0.8,4,2,0.752077,0.637462,0.714911,0.576699,0.234583,0.233635,0.514724,0.328298,0.944254,0.938650,0.922768,0.885402,0.202861
bird-song,dst-pll,0.8,4,3,0.756355,0.627392,0.718807,0.571134,0.231060,0.239678,0.509439,0.314199,0.950593,0.923077,0.929914,0.870087,0.198597
bird-song,dst-pll,0.8,4,4,0.758872,0.648540,0.723018,0.589420,0.222754,0.260826,0.508432,0.343404,0.946535,0.938416,0.925546,0.891190,0.201024
bird-song,dst-pll,0.8,40,0,0.812437,0.693159,0.785329,0.654523,0.015106,0.003018,0.505791,0.228370,0.971130,0.982379,0.958667,0.957937,0.451160
bird-song,dst-pll,0.8,40,1,0.816008,0.693857,0.790740,0.648646,0.017367,0.003021,0.507677,0.238671,0.980169,0.991561,0.972353,0.973406,0.470109
bird-song,dst-pll,0.8,40,2,0.805437,0.676737,0.778687,0.628116,0.018374,0.000000,0.502643,0.229607,0.977967,0.995614,0.969069,0.985646,0.502060
bird-song,dst-pll,0.8,40,3,0.813239,0.678751,0.786846,0.635601,0.021394,0.002014,0.512711,0.220544,0.978891,0.995434,0.970260,0.990485,0.467374
bird-song,dst-pll,0.8,40,4,0.807954,0.678751,0.782683,0.632383,0.019381,0.000000,0.490310,0.243706,0.979979,0.995868,0.971605,0.989747,0.513927
bird-song,dst-pll,0.8,41,0,0.812185,0.690141,0.785107,0.650958,0.014602,0.003018,0.502769,0.220322,0.971958,0.986301,0.959666,0.964589,0.464639
bird-song,dst-pll,0.8,41,1,0.816763,0.692850,0.791677,0.648026,0.016612,0.003021,0.503146,0.234642,0.980990,0.991416,0.973349,0.970854,0.497612
bird-song,dst-pll,0.8,41,2,0.807702,0.677744,0.781286,0.629392,0.018122,0.000000,0.498616,0.227593,0.979303,1.000000,0.970786,1.000000,0.473597
bird-song,dst-pll,0.8,41,3,0.815253,0.676737,0.789158,0.633411,0.019381,0.001007,0.507929,0.217523,0.980674,0.995370,0.972580,0.990117,0.478988
bird-song,dst-pll,0.8,41,4,0.807199,0.674723,0.781613,0.628486,0.018626,0.000000,0.484772,0.238671,0.980789,1.000000,0.972531,1.000000,0.489546
bird-song,dst-pll,0.8,42,0,0.813444,0.690141,0.786531,0.651833,0.013847,0.004024,0.499245,0.216298,0.973273,0.986047,0.961362,0.961757,0.475799
bird-song,dst-pll,0.8,42,1,0.819028,0.691843,0.794223,0.646740,0.016864,0.003021,0.497609,0.232628,0.981285,0.991342,0.973578,0.969340,0.504316
bird-song,dst-pll,0.8,42,2,0.808205,0.679758,0.781938,0.632050,0.018877,0.000000,0.494085,0.225579,0.979623,1.000000,0.971057,1.000000,0.481486
bird-song,dst-pll,0.8,42,3,0.816008,0.678751,0.790091,0.635876,0.019633,0.002014,0.504656,0.216516,0.980050,0.995349,0.971551,0.990107,0.504170
bird-song,dst-pll,0.8,42,4,0.807954,0.671702,0.782635,0.624919,0.018374,0.001007,0.480997,0.233635,0.981685,1.000000,0.973653,1.000000,0.477934
bird-song,dst-pll,0.8,43,0,0.812689,0.687123,0.785786,0.648195,0.011329,0.004024,0.493454,0.214286,0.975510,0.985915,0.964288,0.960180,0.473225
bird-song,dst-pll,0.8,43,1,0.818022,0.694864,0.793199,0.650170,0.016612,0.002014,0.492827,0.228600,0.981614,0.991189,0.973873,0.967625,0.541440
bird-song,dst-pll,0.8,43,2,0.809212,0.678751,0.783184,0.630346,0.017367,0.000000,0.489303,0.222558,0.979424,1.000000,0.970564,1.000000,0.514699
bird-song,dst-pll,0.8,43,3,0.813491,0.674723,0.787230,0.631145,0.019381,0.002014,0.503146,0.213494,0.979990,0.995283,0.971410,0.989956,0.529897
bird-song,dst-pll,0.8,43,4,0.810219,0.677744,0.785288,0.631507,0.016864,0.000000,0.476718,0.230614,0.981521,1.000000,0.973238,1.000000,0.538172
bird-song,dst-pll,0.8,44,0,0.812437,0.689135,0.785467,0.650369,0.011833,0.004024,0.489930,0.212274,0.977390,0.985782,0.966875,0.958371,0.460059
bird-song,dst-pll,0.8,44,1,0.812988,0.690836,0.787565,0.645595,0.019129,0.002014,0.490058,0.224572,0.981510,0.991031,0.973624,0.963653,0.415609
bird-song,dst-pll,0.8,44,2,0.811477,0.678751,0.785705,0.630362,0.019129,0.001007,0.487289,0.216516,0.979339,1.000000,0.970359,1.000000,0.474826
bird-song,dst-pll,0.8,44,3,0.814498,0.676737,0.788479,0.633762,0.018877,0.002014,0.499119,0.211480,0.980333,0.995238,0.971743,0.989643,0.549207
bird-song,dst-pll,0.8,44,4,0.810219,0.675730,0.785267,0.629300,0.017619,0.000000,0.473697,0.229607,0.981403,1.000000,0.972941,1.000000,0.553875
bird-song,dst-pll,0.8,45,0,0.812941,0.687123,0.785965,0.648749,0.013092,0.004024,0.487915,0.210262,0.977296,0.985646,0.966622,0.957437,0.465149
bird-song,dst-pll,0.8,45,1,0.811981,0.690836,0.786395,0.645299,0.019381,0.002014,0.487289,0.222558,0.982438,0.990950,0.974858,0.963623,0.521534
bird-song,dst-pll,0.8,45,2,0.809967,0.673716,0.783949,0.625123,0.019381,0.001007,0.484017,0.215509,0.979199,1.000000,0.970017,1.000000,0.518057
bird-song,dst-pll,0.8,45,3,0.812736,0.674723,0.786685,0.630902,0.020388,0.001007,0.494588,0.206445,0.980153,0.995122,0.971287,0.988795,0.550897
bird-song,dst-pll,0.8,45,4,0.809716,0.672709,0.784689,0.626184,0.016864,0.001007,0.470677,0.228600,0.981818,1.000000,0.973414,1.000000,0.548027
bird-song,dst-pll,0.8,46,0,0.810926,0.688129,0.783670,0.649310,0.013343,0.002012,0.485398,0.208249,0.978216,0.985507,0.967858,0.955407,0.503692
bird-song,dst-pll,0.8,46,1,0.811981,0.689829,0.786376,0.644232,0.018374,0.002014,0.480242,0.220544,0.983753,0.990868,0.976488,0.961218,0.533198
bird-song,dst-pll,0.8,46,2,0.808709,0.669688,0.782516,0.620110,0.016612,0.002014,0.480493,0.214502,0.979570,1.000000,0.970391,1.000000,0.529450
bird-song,dst-pll,0.8,46,3,0.813743,0.673716,0.787816,0.630090,0.018122,0.001007,0.491568,0.205438,0.980031,0.995098,0.970977,0.988596,0.554490
bird-song,dst-pll,0.8,46,4,0.808457,0.672709,0.783184,0.626264,0.015857,0.000000,0.467153,0.223565,0.982759,1.000000,0.974641,1.000000,0.569016
bird-song,dst-pll,0.8,47,0,0.811430,0.682093,0.784359,0.642513,0.014350,0.003018,0.481621,0.206237,0.978045,0.985366,0.967404,0.954256,0.533745
bird-song,dst-pll,0.8,47,1,0.810974,0.689829,0.785180,0.644256,0.016109,0.002014,0.476970,0.217523,0.984169,0.990741,0.976965,0.959825,0.544522
bird-song,dst-pll,0.8,47,2,0.809464,0.671702,0.783419,0.622362,0.016360,0.001007,0.476214,0.213494,0.979915,1.000000,0.970700,1.000000,0.510403
bird-song,dst-pll,0.8,47,3,0.813994,0.671702,0.788048,0.627789,0.019381,0.002014,0.486282,0.202417,0.979814,0.995025,0.970417,0.987974,0.557660
bird-song,dst-pll,0.8,47,4,0.808457,0.672709,0.783278,0.625936,0.015354,0.000000,0.463378,0.222558,0.984791,1.000000,0.977483,1.000000,0.560365
bird-song,dst-pll,0.8,48,0,0.811178,0.686117,0.784133,0.647467,0.014602,0.003018,0.478097,0.206237,0.978410,0.985366,0.967750,0.954256,0.506251
bird-song,dst-pll,0.8,48,1,0.813239,0.688822,0.787630,0.643107,0.016864,0.002014,0.476214,0.215509,0.984144,0.990654,0.976902,0.956834,0.526838
bird-song,dst-pll,0.8,48,2,0.809716,0.665660,0.783746,0.615539,0.015605,0.001007,0.474201,0.209466,0.979830,1.000000,0.970481,1.000000,0.580933
bird-song,dst-pll,0.8,48,3,0.813491,0.669688,0.787507,0.625183,0.019381,0.003021,0.484772,0.199396,0.980270,0.994949,0.971009,0.987514,0.559658
bird-song,dst-pll,0.8,48,4,0.806443,0.675730,0.781014,0.629132,0.014347,0.000000,0.460357,0.219537,0.985785,1.000000,0.978834,1.000000,0.581735
bird-song,dst-pll,0.8,49,0,0.811934,0.688129,0.784830,0.649758,0.013092,0.002012,0.474824,0.205231,0.978261,0.985294,0.967336,0.953129,0.529834
bird-song,dst-pll,0.8,49,1,0.810471,0.689829,0.784527,0.644462,0.016612,0.002014,0.473949,0.213494,0.984599,0.990566,0.977472,0.956802,0.547675
bird-song,dst-pll,0.8,49,2,0.808709,0.669688,0.782707,0.619981,0.015857,0.002014,0.471936,0.207452,0.980800,1.000000,0.971794,1.000000,0.566746
bird-song,dst-pll,0.8,49,3,0.813994,0.670695,0.788155,0.626140,0.020136,0.002014,0.480242,0.196375,0.980608,0.994872,0.971306,0.986994,0.570084
bird-song,dst-pll,0.8,49,4,0.808205,0.678751,0.783119,0.632824,0.015857,0.001007,0.455575,0.218530,0.986188,1.000000,0.979249,1.000000,0.578809
bird-song,dst-pll,0.8,5,0,0.777694,0.623742,0.742606,0.568572,0.183031,0.190141,0.554381,0.346076,0.934151,0.924419,0.910597,0.885283,0.189578
bird-song,dst-pll,0.8,5,1,0.773219,0.632427,0.739268,0.572339,0.187767,0.183283,0.547949,0.379658,0.937529,0.968170,0.916125,0.947747,0.163795
bird-song,dst-pll,0.8,5,2,0.779512,0.645519,0.746383,0.586698,0.197835,0.183283,0.557513,0.368580,0.937246,0.923497,0.916634,0.877492,0.200097
bird-song,dst-pll,0.8,5,3,0.766423,0.636455,0.730715,0.581874,0.190284,0.196375,0.548955,0.356495,0.940394,0.909605,0.919048,0.867891,0.198865
bird-song,dst-pll,0.8,5,4,0.778505,0.674723,0.745536,0.620571,0.181223,0.195368,0.552479,0.372608,0.937585,0.940541,0.916780,0.904871,0.202835
bird-song,dst-pll,0.8,50,0,0.812437,0.689135,0.785434,0.651123,0.013092,0.002012,0.471299,0.203219,0.978632,0.995050,0.967680,0.983704,0.535090
bird-song,dst-pll,0.8,50,1,0.811981,0.688822,0.786408,0.643242,0.016109,0.002014,0.470677,0.209466,0.986096,0.990385,0.979561,0.951234,0.586834
bird-song,dst-pll,0.8,50,2,0.809464,0.668681,0.783721,0.618479,0.016109,0.003021,0.468663,0.207452,0.981740,1.000000,0.973029,1.000000,0.566148
bird-song,dst-pll,0.8,50,3,0.813239,0.671702,0.787175,0.627205,0.018122,0.003021,0.477221,0.193353,0.981013,0.994792,0.971760,0.986712,0.592256
bird-song,dst-pll,0.8,50,4,0.807702,0.675730,0.782506,0.629594,0.013843,0.001007,0.453813,0.215509,0.986689,1.000000,0.979938,1.000000,0.612800
bird-song,dst-pll,0.8,51,0,0.812941,0.683099,0.786019,0.644856,0.012085,0.003018,0.468530,0.197183,0.978506,0.994898,0.967316,0.981735,0.547133
bird-song,dst-pll,0.8,51,1,0.811226,0.689829,0.785504,0.644297,0.018122,0.002014,0.468663,0.208459,0.986037,0.990338,0.979403,0.949082,0.652890
bird-song,dst-pll,0.8,51,2,0.811226,0.668681,0.785699,0.618960,0.015857,0.004028,0.465895,0.206445,0.982712,1.000000,0.974334,1.000000,0.581270
bird-song,dst-pll,0.8,51,3,0.813239,0.673716,0.787369,0.629373,0.016864,0.004028,0.474704,0.191339,0.981442,0.994737,0.972280,0.986428,0.604719
bird-song,dst-pll,0.8,51,4,0.805940,0.674723,0.780549,0.629042,0.015354,0.002014,0.452303,0.212487,0.987757,1.000000,0.981481,1.000000,0.631114
bird-song,dst-pll,0.8,52,0,0.811934,0.684105,0.784989,0.645291,0.013092,0.005030,0.465760,0.194165,0.977838,0.994819,0.966129,0.979874,0.581728
bird-song,dst-pll,0.8,52,1,0.808709,0.690836,0.782626,0.645553,0.017619,0.001007,0.467153,0.204431,0.985991,0.990148,0.979282,0.943953,0.553387
bird-song,dst-pll,0.8,52,2,0.811226,0.667674,0.785625,0.618100,0.015857,0.004028,0.463378,0.201410,0.985334,1.000000,0.978115,1.000000,0.622336
bird-song,dst-pll,0.8,52,3,0.813743,0.676737,0.787889,0.632749,0.016612,0.007049,0.473194,0.188318,0.981915,0.994652,0.972915,0.985809,0.621787
bird-song,dst-pll,0.8,52,4,0.804430,0.672709,0.778927,0.627497,0.014095,0.003021,0.449534,0.205438,0.988242,1.000000,0.982120,1.000000,0.649391
bird-song,dst-pll,0.8,53,0,0.812437,0.683099,0.785556,0.644366,0.013847,0.007042,0.463494,0.192153,0.978816,0.994764,0.967489,0.978350,0.550348
bird-song,dst-pll,0.8,53,1,0.811981,0.691843,0.786501,0.647231,0.016360,0.004028,0.463378,0.202417,0.986420,0.990050,0.979781,0.941004,0.612882
bird-song,dst-pll,0.8,53,2,0.810471,0.663646,0.784838,0.613573,0.016612,0.005035,0.459854,0.199396,0.986316,1.000000,0.979441,1.000000,0.622498
bird-song,dst-pll,0.8,53,3,0.814246,0.675730,0.788569,0.631620,0.016612,0.009063,0.467908,0.183283,0.982786,1.000000,0.973995,1.000000,0.650160
bird-song,dst-pll,0.8,53,4,0.805940,0.674723,0.780601,0.629310,0.012333,0.007049,0.448024,0.203424,0.988202,1.000000,0.982004,1.000000,0.626215
bird-song,dst-pll,0.8,54,0,0.812437,0.683099,0.785506,0.644148,0.014099,0.008048,0.459970,0.191147,0.979201,0.994737,0.967845,0.977516,0.608490
bird-song,dst-pll,0.8,54,1,0.809967,0.687815,0.784379,0.642487,0.016864,0.005035,0.460357,0.200403,0.987972,0.989950,0.981979,0.937696,0.630092
bird-song,dst-pll,0.8,54,2,0.810219,0.663646,0.784561,0.613661,0.015857,0.006042,0.457840,0.198389,0.986256,1.000000,0.979273,1.000000,0.643647
bird-song,dst-pll,0.8,54,3,0.812736,0.673716,0.786840,0.629171,0.016360,0.009063,0.465643,0.178248,0.982703,1.000000,0.973751,1.000000,0.646345
bird-song,dst-pll,0.8,54,4,0.804933,0.670695,0.779483,0.624608,0.012333,0.009063,0.446514,0.202417,0.988162,1.000000,0.981884,1.000000,0.657881
bird-song,dst-pll,0.8,55,0,0.814703,0.681087,0.788152,0.641656,0.013595,0.015091,0.457452,0.189135,0.980187,0.994681,0.969217,0.977497,0.590386
bird-song,dst-pll,0.8,55,1,0.811729,0.684794,0.786339,0.639288,0.015354,0.006042,0.458847,0.198389,0.989029,0.989848,0.983513,0.929683,0.548509
bird-song,dst-pll,0.8,55,2,0.810471,0.659617,0.784935,0.608605,0.015605,0.010070,0.455323,0.196375,0.986180,1.000000,0.979060,1.000000,0.645899
bird-song,dst-pll,0.8,55,3,0.813491,0.672709,0.787747,0.628439,0.015857,0.012085,0.461616,0.175227,0.983097,1.000000,0.974138,1.000000,0.575986
bird-song,dst-pll,0.8,55,4,0.806947,0.672709,0.781725,0.626454,0.012837,0.009063,0.443997,0.198389,0.988662,1.000000,0.982558,1.000000,0.688128
bird-song,dst-pll,0.8,56,0,0.813696,0.677062,0.787113,0.637495,0.013595,0.019115,0.454935,0.184105,0.980631,0.994536,0.969727,0.973326,0.630367
bird-song,dst-pll,0.8,56,1,0.810471,0.684794,0.784891,0.639464,0.016109,0.009063,0.455323,0.197382,0.988944,0.989796,0.983270,0.924837,0.646948
bird-song,dst-pll,0.8,56,2,0.810722,0.660624,0.785174,0.610365,0.016360,0.011078,0.453058,0.194361,0.986667,1.000000,0.979722,1.000000,0.691616
bird-song,dst-pll,0.8,56,3,0.813239,0.671702,0.787533,0.627039,0.017116,0.018127,0.459351,0.168177,0.984658,1.000000,0.976400,1.000000,0.679059
bird-song,dst-pll,0.8,56,4,0.804682,0.670695,0.779309,0.624334,0.013088,0.009063,0.441228,0.197382,0.988021,1.000000,0.981469,1.000000,0.672250
bird-song,dst-pll,0.8,57,0,0.813192,0.681087,0.786552,0.642415,0.012840,0.020121,0.450906,0.183099,0.979899,0.994505,0.968313,0.972012,0.577209
bird-song,dst-pll,0.8,57,1,0.809716,0.683787,0.783997,0.638366,0.014850,0.011078,0.452806,0.195368,0.988883,0.989691,0.983093,0.919409,0.650308
bird-song,dst-pll,0.8,57,2,0.810974,0.660624,0.785476,0.610226,0.015102,0.016113,0.450038,0.192346,0.986577,1.000000,0.979461,1.000000,0.606960
bird-song,dst-pll,0.8,57,3,0.813994,0.671702,0.788398,0.626934,0.017116,0.021148,0.456330,0.167170,0.985659,1.000000,0.977784,1.000000,0.678523
bird-song,dst-pll,0.8,57,4,0.806695,0.671702,0.781634,0.625763,0.012333,0.016113,0.439970,0.195368,0.988558,1.000000,0.982246,1.000000,0.704081
bird-song,dst-pll,0.8,58,0,0.812185,0.678068,0.785504,0.638834,0.010070,0.021127,0.448892,0.180080,0.979809,0.994413,0.968033,0.967025,0.628539
bird-song,dst-pll,0.8,58,1,0.810974,0.680765,0.785479,0.634850,0.015605,0.014099,0.450289,0.193353,0.989380,0.989583,0.983764,0.912856,0.675445
bird-song,dst-pll,0.8,58,2,0.809967,0.658610,0.784450,0.607548,0.013340,0.020141,0.447521,0.191339,0.987064,1.000000,0.980107,1.000000,0.697164
bird-song,dst-pll,0.8,58,3,0.811729,0.669688,0.785839,0.624207,0.016360,0.028197,0.452051,0.166163,0.986080,1.000000,0.978236,1.000000,0.692954
bird-song,dst-pll,0.8,58,4,0.805940,0.669688,0.780854,0.623415,0.012585,0.021148,0.435943,0.192346,0.988453,1.000000,0.981922,1.000000,0.670668
bird-song,dst-pll,0.8,59,0,0.810675,0.683099,0.783800,0.644303,0.009819,0.023139,0.445619,0.177062,0.980791,0.994318,0.969352,0.959696,0.636614
bird-song,dst-pll,0.8,59,1,0.810471,0.685801,0.785042,0.640902,0.017367,0.022155,0.448276,0.193353,0.989893,0.989583,0.984480,0.912856,0.669427
bird-song,dst-pll,0.8,59,2,0.809464,0.653575,0.783910,0.601728,0.013340,0.025176,0.444249,0.191339,0.987535,1.000000,0.980693,1.000000,0.715852
bird-song,dst-pll,0.8,59,3,0.813743,0.667674,0.788191,0.622256,0.017116,0.033233,0.449534,0.162135,0.986562,1.000000,0.978878,1.000000,0.709725
bird-song,dst-pll,0.8,59,4,0.808709,0.672709,0.783940,0.626810,0.013340,0.025176,0.433174,0.191339,0.988379,1.000000,0.981688,1.000000,0.708190
bird-song,dst-pll,0.8,6,0,0.786002,0.619718,0.752482,0.564152,0.150050,0.148893,0.580312,0.377264,0.935358,0.920000,0.914262,0.886505,0.213602
bird-song,dst-pll,0.8,6,1,0.781274,0.670695,0.748892,0.617917,0.158570,0.128902,0.572615,0.394763,0.939341,0.974490,0.920109,0.960226,0.191593
bird-song,dst-pll,0.8,6,2,0.777750,0.666667,0.744307,0.611073,0.170149,0.133938,0.587969,0.388721,0.932791,0.924870,0.912880,0.886575,0.229702
bird-song,dst-pll,0.8,6,3,0.786559,0.653575,0.753975,0.602614,0.158067,0.135952,0.577146,0.383686,0.936764,0.916010,0.916257,0.883625,0.220503
bird-song,dst-pll,0.8,6,4,0.784546,0.668681,0.752740,0.614139,0.152026,0.156093,0.577397,0.385700,0.935048,0.950392,0.915078,0.923497,0.207985
bird-song,dst-pll,0.8,60,0,0.810675,0.687123,0.783930,0.648954,0.010826,0.030181,0.443102,0.175050,0.981250,1.000000,0.969900,1.000000,0.650674
bird-song,dst-pll,0.8,60,1,0.809716,0.680765,0.784249,0.635092,0.017367,0.024169,0.446262,0.190332,0.989848,0.994709,0.984348,0.952730,0.664356
bird-song,dst-pll,0.8,60,2,0.807954,0.654582,0.782267,0.602434,0.013592,0.029204,0.443242,0.191339,0.988075,1.000000,0.981487,1.000000,0.698075
bird-song,dst-pll,0.8,60,3,0.812233,0.669688,0.786490,0.624824,0.017367,0.038268,0.447269,0.159114,0.985931,1.000000,0.977774,1.000000,0.712428
bird-song,dst-pll,0.8,60,4,0.807954,0.670695,0.783155,0.624724,0.012837,0.029204,0.430405,0.190332,0.989474,1.000000,0.983296,1.000000,0.773967
bird-song,dst-pll,0.8,61,0,0.811178,0.682093,0.784462,0.643291,0.009819,0.033199,0.441591,0.175050,0.982326,1.000000,0.971507,1.000000,0.659209
bird-song,dst-pll,0.8,61,1,0.809716,0.680765,0.784117,0.635035,0.017116,0.031219,0.444500,0.189325,0.989807,0.994681,0.984228,0.948072,0.682301
bird-song,dst-pll,0.8,61,2,0.809464,0.651561,0.784038,0.599087,0.012837,0.033233,0.441732,0.188318,0.988034,1.000000,0.981366,1.000000,0.721878
bird-song,dst-pll,0.8,61,3,0.811477,0.666667,0.785535,0.621469,0.017116,0.046324,0.445759,0.157100,0.985884,1.000000,0.977623,1.000000,0.720180
bird-song,dst-pll,0.8,61,4,0.809716,0.669688,0.785259,0.623611,0.012333,0.031219,0.428895,0.186304,0.990023,1.000000,0.984108,1.000000,0.688401
bird-song,dst-pll,0.8,62,0,0.809919,0.680080,0.783077,0.640563,0.010070,0.045272,0.439325,0.172032,0.982808,1.000000,0.972137,1.000000,0.681716
bird-song,dst-pll,0.8,62,1,0.810471,0.680765,0.784959,0.634784,0.015857,0.035247,0.443494,0.188318,0.989784,0.994652,0.984159,0.948061,0.670191
bird-song,dst-pll,0.8,62,2,0.807702,0.652568,0.782053,0.600473,0.012082,0.041289,0.438711,0.187311,0.989099,1.000000,0.982907,1.000000,0.728855
bird-song,dst-pll,0.8,62,3,0.813239,0.669688,0.787599,0.625003,0.016109,0.052367,0.443494,0.157100,0.986379,1.000000,0.978285,1.000000,0.762770
bird-song,dst-pll,0.8,62,4,0.805940,0.668681,0.781019,0.622622,0.011075,0.042296,0.426630,0.183283,0.989971,1.000000,0.983936,1.000000,0.748675
bird-song,dst-pll,0.8,63,0,0.810423,0.685111,0.783756,0.647232,0.010322,0.059356,0.437563,0.172032,0.984465,1.000000,0.974692,1.000000,0.680918
bird-song,dst-pll,0.8,63,1,0.808709,0.681772,0.783110,0.635934,0.015857,0.039275,0.442487,0.186304,0.990899,0.994595,0.985848,0.935486,0.709293
bird-song,dst-pll,0.8,63,2,0.808457,0.652568,0.782882,0.599996,0.011326,0.047331,0.436194,0.187311,0.989613,1.000000,0.983615,1.000000,0.746824
bird-song,dst-pll,0.8,63,3,0.812736,0.663646,0.787065,0.618694,0.013592,0.058409,0.441480,0.157100,0.986317,1.000000,0.978083,1.000000,0.744907
bird-song,dst-pll,0.8,63,4,0.806695,0.667674,0.781979,0.621385,0.010320,0.053374,0.425120,0.183283,0.989935,1.000000,0.983820,1.000000,0.724372
bird-song,dst-pll,0.8,64,0,0.813192,0.678068,0.786921,0.639070,0.009567,0.062374,0.436556,0.170020,0.985006,1.000000,0.975517,1.000000,0.686969
bird-song,dst-pll,0.8,64,1,0.809212,0.672709,0.783714,0.625363,0.014599,0.048338,0.439215,0.186304,0.991404,0.994595,0.986533,0.935486,0.727592
bird-song,dst-pll,0.8,64,2,0.806192,0.652568,0.780217,0.600595,0.011578,0.060423,0.433426,0.187311,0.989547,1.000000,0.983407,1.000000,0.752132
bird-song,dst-pll,0.8,64,3,0.811729,0.663646,0.785825,0.618592,0.013088,0.070493,0.438963,0.155086,0.986812,1.000000,0.978739,1.000000,0.758862
bird-song,dst-pll,0.8,64,4,0.806947,0.663646,0.782185,0.616896,0.010320,0.066465,0.423609,0.182276,0.990493,1.000000,0.984654,1.000000,0.752399
bird-song,dst-pll,0.8,65,0,0.811430,0.674044,0.784824,0.634375,0.011078,0.077465,0.433787,0.169014,0.984910,1.000000,0.975184,1.000000,0.698856
bird-song,dst-pll,0.8,65,1,0.810722,0.672709,0.785407,0.625521,0.016109,0.055388,0.437453,0.185297,0.991945,0.994565,0.987327,0.935475,0.700254
