dataset,algo,train_frac,r_candidates,p_partially_labeled,eps_coocc,seed,train_acc,test_acc,train_mcc,test_mcc,train_frac_guessing,test_frac_guessing,train_frac_sure,test_frac_sure,train_acc_sure,test_acc_sure,train_mcc_sure,test_mcc_sure,runtime
yahoo-news,paloc-2018,0.8,-1,-1.0,-1.0,0,0.806359,0.566440,0.785332,0.518817,0.012137,0.010762,0.817014,0.000000,0.844996,0.000000,0.829756,0.000000,73530.573771
yahoo-news,paloc-2018,0.8,-1,-1.0,-1.0,1,0.804492,0.567318,0.783289,0.519100,0.011752,0.009225,0.815311,0.000000,0.844200,0.000000,0.828896,0.000000,72366.727311
yahoo-news,paloc-2018,0.8,-1,-1.0,-1.0,2,0.805766,0.567004,0.784525,0.517502,0.011203,0.014060,0.816200,0.000000,0.844311,0.000000,0.828860,0.000000,73567.541534
yahoo-news,paloc-2018,0.8,-1,-1.0,-1.0,3,0.807139,0.553383,0.785834,0.504335,0.011312,0.011643,0.816365,0.000000,0.846226,0.000000,0.830755,0.000000,72330.621952
yahoo-news,paloc-2018,0.8,-1,-1.0,-1.0,4,0.803844,0.549429,0.782420,0.499264,0.011203,0.011643,0.817628,0.000000,0.841897,0.000000,0.826210,0.000000,71536.418977
yahoo-news,pl-knn-2005,0.8,-1,-1.0,-1.0,0,0.694437,0.459038,0.658566,0.387908,0.056620,0.017132,0.742380,0.046563,0.786063,0.966981,0.765034,0.961088,3.529227
yahoo-news,pl-knn-2005,0.8,-1,-1.0,-1.0,1,0.694547,0.456183,0.658770,0.383761,0.056620,0.015374,0.739744,0.046782,0.783964,0.995305,0.762476,0.994274,3.557856
yahoo-news,pl-knn-2005,0.8,-1,-1.0,-1.0,2,0.694124,0.462434,0.658090,0.390967,0.054750,0.018014,0.745579,0.043937,0.780069,0.985000,0.758005,0.981860,3.499444
yahoo-news,pl-knn-2005,0.8,-1,-1.0,-1.0,3,0.696595,0.455185,0.661024,0.386998,0.057221,0.015158,0.746074,0.044596,0.783012,0.980296,0.761422,0.977203,3.628023
yahoo-news,pl-knn-2005,0.8,-1,-1.0,-1.0,4,0.698462,0.451011,0.663139,0.378741,0.054805,0.014279,0.746458,0.041960,0.784889,0.989529,0.763484,0.986703,3.502066
yahoo-news,pl-svm-2008,0.8,-1,-1.0,-1.0,0,0.785381,0.407204,0.762901,0.314462,0.000000,0.000000,0.569993,0.000000,0.919549,0.000000,0.914315,0.000000,38.442584
yahoo-news,pl-svm-2008,0.8,-1,-1.0,-1.0,1,0.744687,0.374698,0.719711,0.272879,0.000000,0.000000,0.557526,0.000000,0.870764,0.000000,0.865294,0.000000,37.737725
yahoo-news,pl-svm-2008,0.8,-1,-1.0,-1.0,2,0.733004,0.324473,0.709822,0.245696,0.000000,0.000000,0.614168,0.000000,0.882421,0.000000,0.873025,0.000000,38.068229
yahoo-news,pl-svm-2008,0.8,-1,-1.0,-1.0,3,0.756727,0.359842,0.731314,0.266089,0.000000,0.000000,0.568314,0.000000,0.915837,0.000000,0.909137,0.000000,38.268459
yahoo-news,pl-svm-2008,0.8,-1,-1.0,-1.0,4,0.770730,0.392355,0.746177,0.304121,0.000000,0.000000,0.581109,0.000000,0.920620,0.000000,0.914316,0.000000,37.285316
yahoo-news,sure-2019,0.8,-1,-1.0,-1.0,0,0.0,0.0,0.0,0.0,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1
yahoo-news,sure-2019,0.8,-1,-1.0,-1.0,1,0.0,0.0,0.0,0.0,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1
yahoo-news,sure-2019,0.8,-1,-1.0,-1.0,2,0.0,0.0,0.0,0.0,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1
yahoo-news,sure-2019,0.8,-1,-1.0,-1.0,3,0.0,0.0,0.0,0.0,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1
yahoo-news,sure-2019,0.8,-1,-1.0,-1.0,4,0.0,0.0,0.0,0.0,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1
